Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Exam_Score,PI_High,PI_Low,AtR_High,AtR_Low
13,100,76,0,69,1,0,0,0
19,95,74,0,69,0,0,0,0
32,100,67,4,74,0,1,1,0
9,70,82,2,62,1,0,0,0
14,94,83,2,70,0,0,0,0
29,93,54,4,71,0,1,0,0
31,69,80,4,68,0,0,0,1
19,64,86,3,66,1,0,0,1
13,99,54,3,67,0,1,0,0
33,72,83,3,71,1,0,0,0
30,95,90,3,74,0,0,0,0
24,60,92,3,65,0,1,0,0
15,61,52,1,60,1,0,0,1
20,79,85,2,69,1,0,1,0
19,70,90,2,65,0,0,0,0
22,88,70,3,69,0,0,0,1
29,83,77,1,70,0,0,0,1
25,63,63,0,65,1,0,0,1
14,67,66,0,57,0,1,0,1
28,76,75,0,68,0,0,0,0
22,67,58,2,67,1,0,1,0
24,92,69,2,70,0,0,0,0
29,77,65,1,68,0,0,0,0
13,64,62,1,62,1,0,1,0
20,79,74,1,67,1,0,0,0
17,64,92,0,66,1,0,1,0
11,65,62,2,60,0,0,0,1
22,70,83,0,65,1,0,0,1
35,94,63,1,75,1,0,0,0
9,97,57,4,67,0,1,0,0
20,93,97,1,71,0,0,1,0
24,73,82,0,63,0,1,0,1
21,71,55,2,67,1,0,0,0
19,82,82,2,68,1,0,0,0
12,89,59,2,65,1,0,0,1
21,100,94,1,72,0,1,1,0
15,65,62,1,61,0,0,0,0
7,62,90,1,60,0,1,1,0
27,88,60,2,72,1,0,1,0
26,93,78,2,72,0,0,0,0
20,94,96,2,70,0,1,0,0
21,87,65,2,67,0,1,0,0
26,98,54,0,71,0,0,0,0
21,80,78,0,66,0,0,0,1
25,97,59,0,72,1,0,1,0
18,99,86,1,70,0,0,0,0
28,94,80,2,71,0,0,0,1
22,72,67,2,64,0,1,0,1
21,68,85,3,66,0,0,0,0
12,82,62,2,64,1,0,0,1
22,78,96,0,67,0,0,0,0
15,95,67,3,67,0,1,0,1
16,64,88,1,64,1,0,0,1
15,70,63,0,61,0,1,0,0
14,90,86,4,99,1,0,1,0
33,64,52,3,67,0,0,0,0
28,73,65,3,72,0,0,1,0
32,75,55,1,66,0,1,0,1
13,85,73,3,68,0,1,1,0
20,66,72,1,64,1,0,0,1
12,94,68,1,69,1,0,1,0
16,78,99,0,65,0,0,1,0
14,97,62,1,66,0,1,1,0
27,79,90,3,73,1,0,1,0
18,71,72,0,63,0,0,0,0
26,66,67,3,66,0,0,0,0
24,60,60,3,65,0,0,0,0
34,81,82,1,71,0,0,0,0
11,64,67,1,58,0,0,0,1
28,76,91,0,68,0,0,0,0
27,84,98,0,69,0,0,0,0
14,71,61,0,63,1,0,0,1
26,67,56,1,66,0,0,0,0
22,91,66,0,69,0,0,0,0
19,98,73,3,69,0,0,0,1
15,64,65,2,63,1,0,0,0
16,66,99,1,65,0,1,1,0
32,98,89,2,76,0,1,1,0
20,62,98,0,67,1,0,0,0
25,99,69,1,70,0,1,0,0
15,60,65,1,60,0,0,0,1
15,95,70,2,68,1,0,0,1
26,72,76,1,68,0,0,0,0
12,98,87,2,70,0,1,1,0
18,73,94,1,68,0,0,1,0
20,86,73,3,69,1,0,1,0
21,63,64,0,62,0,0,0,0
19,70,66,1,64,1,0,0,1
22,91,85,2,71,1,0,0,0
24,81,78,1,68,0,0,0,0
24,97,74,0,72,1,0,0,0
14,77,60,1,64,0,0,0,0
18,95,94,6,73,0,0,1,0
27,78,89,0,69,0,0,1,0
25,99,57,1,70,0,1,0,0
12,98,68,3,69,0,0,1,0
22,73,77,1,64,0,0,0,1
8,95,73,2,66,0,0,0,0
20,94,70,1,69,0,0,0,0
31,68,86,1,68,1,0,0,0
14,85,53,4,65,0,0,0,1
15,63,74,4,62,1,0,0,1
25,93,63,2,75,1,0,1,0
11,67,54,0,60,0,0,0,0
16,63,73,0,63,0,0,1,0
24,76,59,2,66,0,0,0,1
16,83,63,0,67,1,0,0,0
19,94,75,1,68,0,1,0,0
24,99,99,0,72,0,0,0,0
23,78,84,0,66,0,1,0,0
22,62,64,0,63,0,0,0,0
18,90,69,1,71,0,0,1,0
22,83,70,2,67,0,1,0,0
19,78,58,1,66,0,0,0,0
23,72,58,2,66,1,0,0,0
17,80,57,4,68,1,0,1,0
19,74,76,1,66,0,0,0,0
14,90,84,0,68,1,0,0,0
20,82,80,3,68,1,0,0,0
15,95,99,0,68,0,1,0,0
13,82,56,2,66,0,0,1,0
22,70,99,1,66,1,0,0,1
21,94,73,0,70,0,0,1,0
25,82,61,1,68,1,0,0,0
17,68,97,2,65,0,0,0,0
22,85,73,1,70,0,1,1,0
23,74,67,3,66,0,0,0,0
23,94,61,0,68,0,0,1,0
15,78,63,1,64,0,0,0,0
21,89,99,0,69,0,0,0,0
22,64,65,2,65,0,0,0,0
20,76,99,3,69,0,0,1,0
7,99,67,1,66,0,1,1,0
21,92,62,1,68,1,0,0,1
33,66,59,3,70,0,0,0,0
18,71,71,1,65,1,0,0,0
16,73,62,0,65,1,0,0,0
22,86,85,1,68,0,0,0,1
22,90,62,0,67,0,1,0,0
27,90,92,0,72,1,0,1,0
12,80,92,1,70,1,0,1,0
24,92,64,1,72,0,1,1,0
24,77,88,1,71,1,0,1,0
19,65,93,1,64,0,1,0,0
22,83,80,2,69,0,1,1,0
26,98,68,4,73,0,0,0,0
25,92,72,1,70,0,1,1,0
13,83,89,1,68,1,0,0,0
25,86,65,2,71,1,0,0,0
20,97,67,1,71,0,0,1,0
20,77,58,0,66,0,1,1,0
20,73,70,3,68,0,0,1,0
19,99,54,0,70,0,0,1,0
27,95,66,3,72,0,0,0,0
19,73,69,1,66,0,1,1,0
13,79,63,3,65,0,0,1,0
18,77,55,3,66,0,0,1,0
21,66,76,3,65,1,0,0,0
27,98,93,0,72,1,0,0,1
24,76,67,2,68,0,0,0,0
15,95,62,0,68,0,0,0,0
35,68,64,0,67,0,1,1,0
22,82,93,2,68,0,0,0,0
28,61,76,1,67,1,0,0,0
19,91,57,3,69,0,0,1,0
23,83,85,2,65,0,1,0,1
25,85,58,2,70,0,0,0,0
27,62,53,1,64,1,0,0,0
26,68,63,2,66,0,0,0,0
25,63,58,1,64,0,1,0,0
18,72,80,1,66,1,0,1,0
17,85,74,1,67,0,0,0,0
22,83,86,3,68,0,0,0,1
26,84,76,5,71,0,0,0,0
19,82,71,1,67,1,0,0,1
26,71,76,3,69,1,0,0,0
29,70,72,1,67,0,0,0,1
15,65,52,4,61,0,1,1,0
15,94,84,0,68,0,0,0,0
19,85,98,2,67,0,1,0,1
22,67,71,1,64,0,1,0,0
17,67,71,3,63,0,0,0,0
28,95,52,3,72,0,1,0,0
23,90,95,2,69,1,0,0,0
20,86,96,1,66,0,1,1,0
11,76,91,1,64,0,0,0,0
12,70,55,2,61,0,1,0,0
22,99,95,2,71,0,0,1,0
7,92,51,0,63,0,1,0,0
26,72,72,2,65,0,0,0,1
19,94,75,2,71,1,0,0,1
39,90,92,2,78,1,0,1,0
34,72,88,1,73,0,0,1,0
19,77,90,1,65,0,1,0,0
19,67,93,0,66,0,1,0,0
26,64,74,3,66,1,0,0,1
30,89,89,3,74,0,0,0,0
10,71,53,4,62,0,0,0,1
9,93,72,1,66,1,0,0,1
16,100,52,4,71,1,0,1,0
23,63,96,2,67,1,0,0,0
23,79,98,0,69,1,0,0,1
26,92,54,2,72,0,0,1,0
13,92,77,2,72,1,0,1,0
6,90,66,2,65,0,0,0,0
25,74,67,1,71,1,0,1,0
15,78,73,0,64,0,0,0,0
8,84,56,1,61,0,0,0,1
21,99,59,1,69,0,0,0,1
25,73,79,1,65,0,1,0,0
19,97,51,3,69,0,0,0,1
17,71,80,2,64,0,0,0,0
19,100,66,1,69,0,0,0,1
18,87,92,1,68,0,0,0,0
12,79,80,1,63,0,0,0,1
16,85,85,1,66,0,1,0,0
23,71,56,1,65,0,0,0,0
22,71,63,2,66,1,0,0,0
21,65,100,3,67,0,0,0,0
14,65,72,3,62,0,0,1,0
19,74,68,2,66,0,0,1,0
7,91,94,3,68,1,0,0,0
21,84,52,2,68,0,0,0,0
29,64,77,0,63,0,1,0,0
11,94,61,1,66,1,0,0,1
16,84,68,3,65,1,0,0,1
22,98,60,1,72,1,0,0,0
28,87,52,4,70,0,0,0,0
17,67,71,1,63,1,0,0,1
16,79,89,0,65,0,0,0,0
8,86,98,1,65,1,0,0,1
21,61,81,1,66,1,0,1,0
32,61,69,0,68,1,0,0,0
22,65,88,2,64,0,0,0,1
20,70,75,3,66,1,0,0,0
22,77,68,3,68,0,1,0,0
20,79,59,0,64,0,1,0,0
15,66,90,2,62,0,0,0,0
25,87,75,0,67,0,0,0,0
21,84,98,1,67,0,1,1,0
20,72,90,1,65,0,0,0,0
14,61,71,2,59,0,1,0,0
28,63,87,0,66,0,0,1,0
24,76,73,4,68,1,0,0,1
17,66,54,2,63,1,0,0,0
26,75,76,2,68,0,0,0,1
17,85,93,2,68,1,0,0,1
15,82,93,3,66,0,0,0,0
15,69,79,1,63,1,0,0,1
9,74,69,3,61,0,0,0,1
23,85,51,0,68,1,0,0,0
9,94,66,0,66,1,0,0,1
13,90,99,1,69,0,0,1,0
8,82,86,0,64,0,0,1,0
19,74,86,1,68,0,0,0,0
19,75,88,0,66,0,0,1,0
18,95,81,0,68,0,0,0,0
14,62,79,2,62,0,0,1,0
13,100,73,1,68,0,0,0,1
23,87,72,1,69,0,0,1,0
17,87,94,2,70,1,0,1,0
22,62,70,4,65,1,0,0,0
15,84,92,3,68,0,1,0,0
21,79,92,0,67,0,0,1,0
28,64,89,0,64,0,1,0,0
24,71,52,2,63,0,1,0,0
18,96,57,1,67,0,0,0,1
22,82,66,1,66,1,0,0,1
19,77,92,2,67,1,0,0,1
20,63,94,2,63,0,0,0,0
18,89,52,3,69,0,0,0,0
19,88,66,3,70,1,0,1,0
21,85,93,0,70,1,0,0,0
14,80,62,0,65,1,0,0,0
14,77,99,2,64,0,1,0,1
12,84,74,1,67,0,0,1,0
10,69,97,1,61,0,1,0,0
13,98,71,1,70,0,0,1,0
21,84,66,2,68,1,0,0,1
15,72,68,0,64,0,0,0,0
23,78,94,1,68,1,0,0,0
20,92,67,1,68,0,0,0,1
8,66,83,0,63,1,0,1,0
24,72,73,1,65,0,1,0,0
25,87,97,4,69,0,1,0,0
14,73,58,2,63,0,0,1,0
23,92,71,1,69,0,1,0,0
15,65,56,3,61,1,0,0,1
21,91,79,2,69,0,1,1,0
12,63,70,1,62,1,0,0,0
9,61,53,0,58,0,1,1,0
18,96,92,2,71,0,0,1,0
19,83,69,5,69,1,0,0,1
18,74,75,1,68,1,0,0,0
13,69,70,0,61,0,0,0,1
18,85,74,3,67,1,0,0,0
22,80,51,2,68,0,0,1,0
20,100,91,3,72,0,0,0,0
21,99,67,1,71,1,0,0,1
16,85,86,3,67,0,0,0,0
27,78,53,3,68,0,0,0,0
13,80,76,0,64,0,0,0,0
23,87,95,3,73,0,0,1,0
27,64,70,0,65,0,1,0,0
23,73,60,1,67,0,1,1,0
19,63,55,0,63,1,0,0,0
17,63,93,0,63,0,0,0,0
26,68,62,4,69,0,0,0,0
11,79,99,1,68,1,0,1,0
14,91,62,2,68,0,0,0,0
18,79,74,3,69,1,0,1,0
27,73,73,5,73,1,0,1,0
22,63,53,3,66,1,0,1,0
14,82,77,3,68,0,0,0,0
18,71,84,2,65,0,0,0,0
16,85,87,4,67,0,0,0,0
16,99,76,2,70,0,0,0,0
26,64,91,1,66,0,0,1,0
12,68,88,3,64,0,0,1,0
30,79,60,1,69,0,0,1,0
25,99,70,1,71,0,1,0,0
27,91,57,0,68,0,0,0,1
17,96,57,2,68,1,0,0,0
19,73,86,0,66,0,1,0,0
11,100,77,2,70,0,1,1,0
17,64,80,0,65,0,0,1,0
23,62,87,1,63,0,0,0,1
28,94,64,0,70,0,1,0,0
13,97,70,0,67,0,1,0,0
18,64,80,1,63,0,0,0,0
19,65,55,1,64,1,0,0,0
12,61,92,2,60,0,1,0,0
24,64,67,0,62,0,0,0,0
16,68,83,2,65,0,0,1,0
19,99,100,0,69,0,1,0,1
17,87,74,1,68,0,0,1,0
15,91,61,1,66,0,0,0,0
20,91,61,4,72,1,0,1,0
19,81,53,2,68,0,0,1,0
18,92,88,3,69,0,0,0,0
16,84,65,1,65,0,0,0,0
22,73,59,0,65,1,0,0,0
30,82,86,2,70,0,1,0,0
21,81,65,1,67,0,0,0,1
26,93,80,4,73,1,0,0,0
12,99,71,2,70,1,0,1,0
21,76,67,1,66,0,0,0,0
13,91,74,1,68,0,0,0,0
11,64,66,2,61,0,0,0,0
16,91,94,0,70,0,0,1,0
27,75,54,2,66,0,0,0,1
26,62,52,4,67,1,0,0,0
21,75,70,1,69,1,0,1,0
11,84,59,2,64,0,0,0,1
19,65,87,0,65,1,0,0,0
22,97,68,7,75,1,0,0,0
21,63,63,2,63,1,0,0,0
9,97,68,5,69,1,0,0,0
15,88,61,2,68,0,0,1,0
20,73,65,2,66,0,0,0,1
23,76,78,2,66,0,1,0,0
7,90,93,4,66,0,1,0,0
19,84,69,2,68,0,0,0,0
21,87,66,1,65,0,1,0,0
25,76,89,3,70,0,0,1,0
24,80,51,3,68,0,0,1,0
23,100,65,1,70,0,0,0,0
15,69,73,2,61,0,1,0,0
9,77,80,3,61,0,1,0,1
18,72,58,6,64,0,1,1,0
26,91,72,4,71,0,1,0,0
28,91,78,1,72,1,0,0,0
24,72,76,1,66,0,0,1,0
23,63,79,0,63,0,0,0,0
22,60,83,3,62,0,1,0,1
17,77,69,3,65,0,0,0,0
19,76,53,2,66,0,0,0,0
30,100,53,2,72,0,1,1,0
14,79,93,2,68,1,0,0,0
30,70,84,2,70,1,0,0,1
18,96,88,1,70,0,0,0,0
28,80,96,2,73,0,0,1,0
12,84,88,2,67,0,0,1,0
24,64,85,3,65,0,0,0,1
16,75,83,1,65,1,0,0,1
12,98,63,0,65,0,1,0,0
21,84,98,0,70,0,0,0,0
26,74,77,3,66,0,0,0,1
15,85,61,0,65,0,0,0,0
11,96,60,2,68,1,0,1,0
19,71,91,3,66,0,0,0,0
19,80,63,1,65,0,1,0,0
23,98,52,2,71,0,0,1,0
26,67,71,2,65,0,1,0,0
20,89,91,0,70,0,1,0,0
31,85,71,0,69,0,0,0,0
21,87,90,3,71,0,0,0,0
18,74,91,0,67,0,0,1,0
10,73,93,3,64,0,0,0,0
18,87,79,1,82,0,1,0,1
18,69,85,2,66,0,0,1,0
26,77,63,1,66,0,1,0,0
23,68,55,1,65,1,0,0,0
13,60,77,2,61,0,0,0,0
21,99,51,2,72,0,0,1,0
24,77,73,3,70,1,0,0,0
29,99,55,0,71,0,0,0,0
25,66,55,4,84,1,0,0,0
25,83,94,2,72,1,0,1,0
20,68,82,1,67,0,0,1,0
22,92,82,2,72,1,0,0,1
27,91,70,1,70,0,1,1,0
12,65,71,1,62,0,0,1,0
18,96,65,3,71,1,0,0,0
15,68,72,3,62,0,1,0,0
22,85,79,1,68,0,0,0,0
27,99,59,2,74,1,0,0,0
16,95,63,0,68,1,0,1,0
6,98,75,1,64,0,0,0,1
18,74,69,0,65,1,0,0,0
25,64,91,1,66,0,0,0,1
23,68,91,5,68,0,0,1,0
23,80,67,2,67,0,0,0,0
18,92,73,1,67,0,0,0,0
12,66,99,2,63,0,0,1,0
23,86,91,2,71,0,0,1,0
15,73,61,1,63,0,0,1,0
33,74,64,0,66,0,0,0,1
23,86,54,2,67,1,0,0,0
17,79,84,0,66,0,0,1,0
16,92,66,2,70,0,0,0,0
19,66,77,3,64,1,0,0,0
19,92,88,1,71,0,0,0,0
27,63,92,0,68,1,0,1,0
21,68,66,2,64,0,1,0,0
16,86,62,1,66,0,0,0,0
31,94,92,1,72,0,1,0,0
20,70,69,2,66,0,1,0,0
25,73,91,0,70,0,0,1,0
16,81,57,1,66,0,0,0,0
22,68,96,1,68,1,0,0,0
22,92,74,2,70,0,0,0,1
9,91,59,0,64,0,0,0,0
32,66,77,3,71,1,0,1,0
28,79,94,2,72,0,0,1,0
18,91,69,5,71,1,0,0,0
13,73,59,0,63,0,0,0,1
22,85,79,1,68,0,1,0,0
21,62,92,1,63,0,0,0,0
22,84,56,0,66,0,0,0,0
21,66,52,1,63,0,0,0,0
23,93,53,1,72,1,0,1,0
29,74,62,3,70,0,0,1,0
23,71,50,1,65,0,0,0,0
14,94,71,0,67,0,0,1,0
28,62,85,2,66,0,1,1,0
30,76,86,1,69,0,0,0,0
39,75,82,1,73,0,0,1,0
13,71,65,2,66,0,0,1,0
21,96,87,0,70,0,0,0,0
8,90,79,2,68,1,0,1,0
23,63,93,2,65,0,1,0,0
17,89,74,1,67,0,0,0,0
32,81,59,2,71,1,0,0,0
15,96,82,2,70,1,0,1,0
10,73,58,5,61,0,0,0,1
17,83,98,0,69,1,0,0,0
8,80,85,1,63,0,1,0,0
25,80,88,0,67,0,0,0,0
8,78,84,0,65,1,0,0,0
20,68,55,0,63,1,0,0,0
8,90,73,3,67,0,0,0,0
18,78,83,2,66,0,1,1,0
30,98,61,0,72,0,1,0,0
22,70,84,3,68,0,0,1,0
15,87,91,1,67,1,0,0,0
20,98,64,1,72,0,0,0,0
20,87,60,0,66,0,0,1,0
23,95,94,1,73,0,0,0,0
12,93,50,4,71,1,0,1,0
24,74,63,1,65,0,1,0,1
4,84,70,5,65,0,0,0,0
16,66,84,2,65,1,0,0,0
17,81,100,2,68,0,0,0,0
24,69,69,7,70,1,0,0,0
20,90,97,1,68,0,0,0,1
12,81,68,0,62,0,1,0,0
14,76,85,3,66,0,0,0,0
21,71,58,3,65,0,0,0,0
20,100,73,1,71,0,0,0,0
17,63,94,0,61,0,0,0,0
17,62,66,2,63,0,0,0,0
24,69,55,3,67,0,0,1,0
17,99,76,2,70,0,0,0,0
19,99,72,3,73,0,0,0,0
33,86,61,1,72,0,0,0,0
11,95,95,1,69,0,0,0,0
9,69,80,1,61,0,1,0,0
25,99,67,1,71,0,0,0,0
16,66,100,1,64,0,0,0,0
18,64,57,1,61,0,1,0,0
15,64,92,3,63,0,0,0,0
18,83,62,2,65,0,0,0,1
30,91,62,3,73,1,0,0,0
25,75,75,2,68,0,0,0,1
25,99,83,1,72,0,0,0,0
12,77,85,1,62,0,1,0,1
13,66,51,3,63,1,0,0,0
3,79,64,0,58,0,1,0,0
15,87,83,1,68,0,0,0,0
26,93,94,1,74,1,0,1,0
23,78,83,1,68,0,0,0,0
19,84,63,1,67,0,0,0,0
20,71,75,0,65,0,0,0,0
16,86,82,0,63,0,1,0,1
21,99,57,2,71,0,0,0,1
25,62,77,0,62,0,0,0,1
10,95,74,2,66,1,0,0,1
22,82,67,1,65,0,1,0,0
26,70,81,0,66,1,0,0,0
18,98,82,3,71,1,0,0,1
24,79,99,2,68,0,1,1,0
37,73,71,0,72,0,0,1,0
19,67,77,1,66,0,0,1,0
22,70,58,4,66,0,0,0,1
16,93,77,2,67,0,1,1,0
21,85,52,5,71,0,1,1,0
23,97,57,2,72,1,0,1,0
21,69,59,3,64,0,1,0,0
14,65,82,1,60,0,1,1,0
21,60,78,2,64,1,0,0,1
29,80,90,2,70,0,0,0,1
23,100,73,3,72,0,0,0,1
26,88,74,0,68,0,0,1,0
19,72,58,0,62,0,0,0,1
24,95,87,0,68,0,0,0,1
22,91,50,2,72,1,0,1,0
14,61,71,0,60,0,0,0,1
22,93,59,3,72,0,0,1,0
14,72,89,2,65,0,1,1,0
16,66,84,3,63,0,0,0,1
21,69,85,2,66,0,0,0,1
22,79,57,1,65,0,1,0,0
13,77,83,1,65,0,0,1,0
26,72,85,2,67,0,1,1,0
23,67,50,4,65,0,0,0,0
16,90,66,0,67,1,0,0,0
11,100,54,1,66,0,0,0,0
19,91,84,2,71,0,1,1,0
17,72,61,1,64,0,0,0,0
21,70,63,0,61,0,1,0,1
18,69,54,1,65,1,0,1,0
8,65,74,1,61,0,0,0,0
18,82,52,1,64,1,0,0,1
18,84,92,0,69,1,0,1,0
24,88,51,4,71,0,0,0,0
16,87,53,3,70,1,0,0,0
30,72,82,1,70,1,0,0,0
9,73,96,0,62,0,0,0,0
28,87,95,2,73,0,0,0,0
19,74,54,0,66,0,0,1,0
25,69,64,1,66,0,0,0,0
20,75,76,3,66,0,1,0,0
27,71,51,3,66,0,0,0,0
18,64,76,2,65,0,0,0,0
13,93,72,2,67,0,1,0,1
29,94,79,6,76,1,0,0,0
19,69,96,0,66,0,0,0,0
21,63,64,1,63,0,0,0,0
27,90,82,0,71,0,0,0,0
14,68,71,1,63,0,0,1,0
24,76,72,1,67,1,0,0,1
16,63,82,0,63,0,0,0,0
19,69,98,0,66,1,0,0,0
20,92,93,3,72,0,0,0,0
11,92,82,4,70,1,0,0,0
15,68,73,0,62,1,0,0,1
28,73,71,0,69,1,0,0,0
25,65,89,2,66,0,1,0,0
20,63,61,2,64,0,0,0,0
21,100,79,2,70,0,1,0,0
18,86,75,0,67,0,0,0,0
28,82,82,1,71,0,0,1,0
19,91,59,1,69,0,0,0,0
21,94,85,1,70,1,0,0,1
27,92,81,0,70,0,0,0,0
15,61,59,1,61,1,0,0,1
29,67,72,0,65,0,1,1,0
11,86,84,0,67,0,0,1,0
30,75,95,1,70,0,0,0,1
18,99,56,2,67,0,0,0,0
19,87,50,3,68,0,1,1,0
9,98,58,2,69,1,0,1,0
17,68,99,1,65,0,0,0,0
14,95,88,2,68,1,0,0,0
16,73,81,1,67,1,0,0,0
19,100,57,1,70,0,0,1,0
26,66,71,2,68,1,0,1,0
21,81,86,1,69,1,0,0,0
22,92,95,0,70,1,0,0,1
13,77,69,2,67,1,0,1,0
15,79,100,4,70,1,0,1,0
31,99,57,1,74,0,0,0,1
16,77,69,1,63,0,0,0,1
30,84,94,1,72,1,0,0,0
19,62,82,0,62,1,0,0,0
20,94,91,1,71,0,0,0,0
26,86,95,0,68,0,0,0,1
28,76,75,3,72,0,0,1,0
19,61,62,1,64,0,0,1,0
18,84,85,0,64,0,1,0,1
20,61,78,0,63,0,1,1,0
22,60,89,2,66,1,0,0,0
25,85,76,2,71,0,0,0,0
20,68,91,4,70,0,0,1,0
24,68,95,3,67,1,0,0,0
30,86,87,0,73,1,0,1,0
22,62,87,2,64,0,1,0,0
22,73,79,4,65,0,1,0,0
11,66,74,3,62,0,0,0,0
4,83,99,1,64,1,0,0,0
22,86,82,1,67,0,1,0,0
19,89,92,5,74,0,0,1,0
17,70,75,1,63,1,0,0,0
21,64,78,1,64,1,0,0,1
20,63,83,4,64,0,0,0,1
27,77,86,1,70,0,1,1,0
21,98,72,3,71,0,0,0,0
16,69,68,0,63,0,0,0,0
26,70,62,0,66,0,0,1,0
19,64,71,1,65,0,0,1,0
23,84,61,2,70,0,0,1,0
17,87,71,2,65,0,1,0,1
16,86,94,0,68,1,0,0,0
21,94,99,1,72,0,0,1,0
20,79,79,0,67,0,0,1,0
23,65,57,1,65,1,0,1,0
18,72,71,2,66,0,0,0,0
9,86,80,1,67,1,0,1,0
17,85,69,1,65,0,0,0,1
25,81,60,2,68,0,0,0,0
18,87,61,2,68,0,0,0,0
19,85,74,1,69,0,0,1,0
26,95,61,2,71,0,0,0,1
16,83,62,0,64,0,0,0,0
11,91,94,1,65,0,1,1,0
19,70,89,1,64,0,0,0,0
17,87,53,3,67,0,0,0,0
14,96,66,3,70,0,0,1,0
19,75,77,1,66,0,0,1,0
23,91,53,3,70,1,0,0,0
20,89,84,1,70,0,0,1,0
22,62,69,1,64,1,0,0,0
31,83,70,3,71,0,1,1,0
18,65,63,1,63,0,0,1,0
22,99,67,1,72,0,0,0,0
17,92,93,4,72,1,0,1,0
15,64,89,0,61,1,0,0,1
16,65,97,2,63,1,0,0,1
17,84,85,0,67,0,1,1,0
22,74,79,3,67,1,0,0,1
34,61,63,2,65,0,0,0,1
16,82,83,0,64,0,1,0,0
18,76,95,2,69,0,0,0,1
20,64,53,4,65,0,0,1,0
22,92,72,1,71,1,0,1,0
22,97,57,0,70,0,0,0,0
28,90,91,0,98,0,1,0,0
5,93,81,1,65,0,0,0,0
6,69,94,1,63,1,0,0,0
17,71,53,0,61,0,0,0,0
27,68,95,1,67,0,0,0,1
11,91,53,0,64,0,0,0,0
2,98,64,1,65,1,0,0,0
23,89,58,2,73,1,0,1,0
21,95,57,1,69,0,0,1,0
13,86,59,3,67,0,0,1,0
14,76,74,0,63,1,0,0,0
14,77,89,0,67,1,0,1,0
21,63,95,2,66,0,1,1,0
16,61,78,2,64,0,0,1,0
23,88,58,2,68,1,0,0,1
3,78,54,2,61,0,0,0,0
15,82,75,1,66,0,0,0,0
13,82,88,0,65,0,0,0,0
18,71,81,0,65,0,0,1,0
17,79,79,3,67,0,0,0,0
25,79,52,1,68,1,0,0,0
9,76,71,1,63,0,0,0,0
20,93,78,1,70,1,0,0,0
23,78,80,0,68,1,0,1,0
31,84,50,2,69,0,0,0,0
17,96,60,0,67,1,0,0,0
22,95,97,0,69,0,0,0,0
9,96,75,1,65,0,0,0,1
6,71,85,1,61,0,0,1,0
25,61,65,3,65,0,0,1,0
20,70,79,4,67,0,1,0,0
27,71,68,1,66,0,0,1,0
12,96,65,2,69,0,0,0,0
23,86,71,3,71,0,0,0,0
31,63,73,1,68,1,0,1,0
23,65,67,3,65,1,0,0,0
22,66,63,1,64,0,0,0,0
20,85,81,1,68,0,0,0,1
11,89,69,1,64,0,1,1,0
28,94,60,1,71,0,0,1,0
16,98,88,1,70,1,0,0,0
23,68,86,0,68,1,0,0,0
11,72,94,2,63,0,0,0,0
13,70,78,0,61,0,0,1,0
29,74,64,2,66,0,0,0,1
18,97,93,5,75,0,0,1,0
29,83,64,2,71,1,0,1,0
20,90,83,1,69,0,0,0,0
9,80,60,2,62,1,0,0,1
25,61,81,0,65,0,0,0,0
16,63,92,0,61,0,0,0,1
24,82,77,3,69,0,0,0,0
20,89,74,1,66,0,1,0,1
11,69,100,1,64,1,0,0,0
21,89,51,1,69,1,0,0,0
33,92,67,6,78,1,0,1,0
23,76,96,2,68,0,1,1,0
20,90,82,2,70,1,0,1,0
26,76,77,1,68,0,1,0,0
21,87,82,0,68,0,1,0,1
21,91,66,1,69,0,0,0,0
13,100,54,0,68,0,0,0,1
21,74,64,3,80,1,0,0,1
26,76,67,1,67,0,0,0,0
15,67,74,1,64,0,1,0,0
29,68,70,0,64,0,0,0,1
19,88,76,1,68,0,0,0,0
15,97,60,4,67,0,1,0,0
26,76,59,0,65,0,0,0,0
18,67,68,0,66,1,0,1,0
25,71,74,4,67,0,0,0,1
18,78,67,0,64,1,0,0,0
20,72,79,1,66,0,0,0,1
23,69,66,1,63,0,0,0,1
22,89,59,5,71,0,0,1,0
8,60,93,0,62,1,0,0,0
13,82,60,1,64,0,0,1,0
26,92,98,2,72,0,1,0,0
19,71,99,0,65,1,0,0,0
17,84,85,1,67,0,1,1,0
12,87,75,1,65,1,0,1,0
14,86,90,0,63,0,1,0,1
8,78,94,1,65,1,0,1,0
19,74,85,1,67,0,0,0,0
16,93,55,0,67,0,0,0,0
14,90,50,0,65,0,1,0,0
20,73,60,1,64,0,0,1,0
22,64,59,0,64,1,0,0,1
33,63,59,1,69,1,0,1,0
11,64,75,1,60,0,0,0,0
27,83,76,1,70,0,0,0,0
26,62,86,2,66,0,1,1,0
15,73,60,3,66,0,0,0,0
21,90,55,2,68,0,0,0,1
17,72,83,3,62,0,1,0,0
21,91,74,0,70,0,0,1,0
29,90,83,0,72,0,0,0,0
24,70,69,1,64,0,1,0,1
23,89,88,1,71,0,1,0,0
17,90,84,1,67,0,0,1,0
11,76,83,3,64,0,1,0,0
19,68,51,1,64,1,0,1,0
27,81,93,0,72,0,0,1,0
11,97,69,3,66,0,1,0,1
14,86,57,3,68,1,0,0,0
21,67,88,1,95,0,0,0,0
14,87,74,0,64,0,0,0,1
